,公司代码,公司简称,公司全称
542,600661,新南洋,上海新南洋股份有限公司
543,600662,强生控股,上海强生控股股份有限公司
544,600663,陆家嘴,上海陆家嘴金融贸易区开发股份有限公司
545,600664,哈药股份,哈药集团股份有限公司
546,600665,天地源,天地源股份有限公司
547,600666,奥瑞德,奥瑞德光电股份有限公司
548,600667,太极实业,无锡市太极实业股份有限公司
549,600668,尖峰集团,浙江尖峰集团股份有限公司
550,600671,天目药业,杭州天目山药业股份有限公司
551,600673,东阳光科,广东东阳光科技控股股份有限公司
552,600674,川投能源,四川川投能源股份有限公司
553,600675,*ST中企,中华企业股份有限公司
554,600676,交运股份,上海交运集团股份有限公司
555,600677,航天通信,航天通信控股集团股份有限公司
556,600678,四川金顶,四川金顶（集团）股份有限公司
557,600679,上海凤凰,上海凤凰企业（集团）股份有限公司
558,600680,上海普天,上海普天邮通科技股份有限公司
559,600681,百川能源,百川能源股份有限公司
560,600682,南京新百,南京新街口百货商店股份有限公司
561,600683,京投发展,京投发展股份有限公司
562,600684,珠江实业,广州珠江实业开发股份有限公司
563,600685,中船防务,中船海洋与防务装备股份有限公司
564,600686,金龙汽车,厦门金龙汽车集团股份有限公司
565,600687,刚泰控股,甘肃刚泰控股（集团）股份有限公司
566,600688,上海石化,中国石化上海石油化工股份有限公司
567,600689,上海三毛,上海三毛企业（集团）股份有限公司
568,600690,青岛海尔,青岛海尔股份有限公司
569,600691,阳煤化工,阳煤化工股份有限公司
570,600692,亚通股份,上海亚通股份有限公司
571,600693,东百集团,福建东百集团股份有限公司
572,600694,大商股份,大商股份有限公司
573,600695,绿庭投资,上海绿庭投资控股集团股份有限公司
574,600696,匹凸匹,匹凸匹金融信息服务（上海）股份有限公司
575,600697,欧亚集团,长春欧亚集团股份有限公司
576,600698,湖南天雁,湖南天雁机械股份有限公司
577,600699,均胜电子,宁波均胜电子股份有限公司
578,600701,工大高新,哈尔滨工大高新技术产业开发股份有限公司
579,600702,沱牌舍得,四川沱牌舍得酒业股份有限公司
580,600703,三安光电,三安光电股份有限公司
581,600704,物产中大,物产中大集团股份有限公司
582,600705,中航资本,中航资本控股股份有限公司
583,600706,曲江文旅,西安曲江文化旅游股份有限公司
584,600707,彩虹股份,彩虹显示器件股份有限公司
585,600708,光明地产,光明房地产集团股份有限公司
586,600711,盛屯矿业,盛屯矿业集团股份有限公司
587,600712,南宁百货,南宁百货大楼股份有限公司
588,600713,南京医药,南京医药股份有限公司
589,600714,金瑞矿业,青海金瑞矿业发展股份有限公司
590,600715,文投控股,文投控股股份有限公司
591,600716,凤凰股份,江苏凤凰置业投资股份有限公司
592,600717,天津港,天津港股份有限公司
593,600718,东软集团,东软集团股份有限公司
594,600719,大连热电,大连热电股份有限公司
595,600720,祁连山,甘肃祁连山水泥集团股份有限公司
596,600721,*ST百花,新疆百花村股份有限公司
597,600722,金牛化工,河北金牛化工股份有限公司
598,600723,首商股份,北京首商集团股份有限公司
599,600724,宁波富达,宁波富达股份有限公司
600,600725,*ST云维,云南云维股份有限公司
601,600726,华电能源,华电能源股份有限公司
602,600727,鲁北化工,山东鲁北化工股份有限公司
603,600728,佳都科技,佳都新太科技股份有限公司
604,600729,重庆百货,重庆百货大楼股份有限公司
605,600730,中国高科,中国高科集团股份有限公司
606,600731,湖南海利,湖南海利化工股份有限公司
607,600733,S前锋,成都前锋电子股份有限公司
608,600734,实达集团,福建实达集团股份有限公司
609,600735,新华锦,山东新华锦国际股份有限公司
610,600736,苏州高新,苏州新区高新技术产业股份有限公司
611,600737,中粮糖业,中粮屯河糖业股份有限公司
612,600738,兰州民百,兰州民百（集团）股份有限公司
613,600739,辽宁成大,辽宁成大股份有限公司
614,600740,山西焦化,山西焦化股份有限公司
615,600741,华域汽车,华域汽车系统股份有限公司
616,600742,一汽富维,长春一汽富维汽车零部件股份有限公司
617,600743,华远地产,华远地产股份有限公司
618,600744,华银电力,大唐华银电力股份有限公司
619,600745,中茵股份,中茵股份有限公司
620,600746,江苏索普,江苏索普化工股份有限公司
621,600747,大连控股,大连大福控股股份有限公司
622,600748,上实发展,上海实业发展股份有限公司
623,600749,西藏旅游,西藏旅游股份有限公司
624,600750,江中药业,江中药业股份有限公司
625,600751,天海投资,天津天海投资发展股份有限公司
626,600753,东方银星,河南东方银星投资股份有限公司
627,600754,锦江股份,上海锦江国际酒店发展股份有限公司
628,600755,厦门国贸,厦门国贸集团股份有限公司
629,600756,浪潮软件,浪潮软件股份有限公司
630,600757,长江传媒,长江出版传媒股份有限公司
631,600758,红阳能源,辽宁红阳能源投资股份有限公司
632,600759,洲际油气,洲际油气股份有限公司
633,600760,*ST黑豹,中航黑豹股份有限公司
634,600761,安徽合力,安徽合力股份有限公司
635,600763,通策医疗,通策医疗投资股份有限公司
636,600764,中电广通,中电广通股份有限公司
637,600765,中航重机,中航重机股份有限公司
638,600766,园城黄金,烟台园城黄金股份有限公司
639,600767,运盛医疗,运盛（上海）医疗科技股份有限公司
640,600768,宁波富邦,宁波富邦精业集团股份有限公司
641,600769,祥龙电业,武汉祥龙电业股份有限公司
642,600770,综艺股份,江苏综艺股份有限公司
643,600771,广誉远,广誉远中药股份有限公司
644,600773,西藏城投,西藏城市发展投资股份有限公司
645,600774,汉商集团,武汉市汉商集团股份有限公司
646,600775,南京熊猫,南京熊猫电子股份有限公司
647,600776,东方通信,东方通信股份有限公司
648,600777,新潮能源,山东新潮能源股份有限公司
649,600778,友好集团,新疆友好（集团）股份有限公司
650,600779,水井坊,四川水井坊股份有限公司
651,600780,通宝能源,山西通宝能源股份有限公司
652,600781,辅仁药业,辅仁药业集团实业股份有限公司
653,600782,新钢股份,新余钢铁股份有限公司
654,600783,鲁信创投,鲁信创业投资集团股份有限公司
655,600784,鲁银投资,鲁银投资集团股份有限公司
656,600785,新华百货,银川新华百货商业集团股份有限公司
657,600787,中储股份,中储发展股份有限公司
658,600789,鲁抗医药,山东鲁抗医药股份有限公司
659,600790,轻纺城,浙江中国轻纺城集团股份有限公司
660,600791,京能置业,京能置业股份有限公司
661,600792,云煤能源,云南煤业能源股份有限公司
662,600793,宜宾纸业,宜宾纸业股份有限公司
663,600794,保税科技,张家港保税科技股份有限公司
664,600795,国电电力,国电电力发展股份有限公司
665,600796,钱江生化,浙江钱江生物化学股份有限公司
666,600797,浙大网新,浙大网新科技股份有限公司
667,600798,宁波海运,宁波海运股份有限公司
668,600800,天津磁卡,天津环球磁卡股份有限公司
669,600801,华新水泥,华新水泥股份有限公司
670,600802,福建水泥,福建水泥股份有限公司
671,600803,新奥股份,新奥生态控股股份有限公司
672,600804,鹏博士,鹏博士电信传媒集团股份有限公司
673,600805,悦达投资,江苏悦达投资股份有限公司
674,600806,*ST昆机,沈机集团昆明机床股份有限公司
675,600807,天业股份,山东天业恒基股份有限公司
676,600808,马钢股份,马鞍山钢铁股份有限公司
677,600809,山西汾酒,山西杏花村汾酒厂股份有限公司
678,600810,神马股份,神马实业股份有限公司
679,600811,盛屯矿业,东方集团股份有限公司
680,600812,华北制药,华北制药股份有限公司
681,600814,杭州解百,杭州解百集团股份有限公司
682,600815,厦工股份,厦门厦工机械股份有限公司
683,600816,安信信托,安信信托股份有限公司
684,600817,宏盛科技,西安宏盛科技发展股份有限公司
685,600818,中路股份,中路股份有限公司
686,600819,耀皮玻璃,上海耀皮玻璃集团股份有限公司
687,600820,隧道股份,上海隧道工程股份有限公司
688,600821,津劝业,天津劝业场（集团）股份有限公司
689,600822,上海物贸,上海物资贸易股份有限公司
690,600823,世茂股份,上海世茂股份有限公司
691,600824,益民集团,上海益民商业集团股份有限公司
692,600825,新华传媒,上海新华传媒股份有限公司
693,600826,兰生股份,上海兰生股份有限公司
694,600827,百联股份,上海百联集团股份有限公司
695,600828,茂业商业,茂业商业股份有限公司
696,600829,人民同泰,哈药集团人民同泰医药股份有限公司
697,600830,香溢融通,香溢融通控股集团股份有限公司
698,600831,广电网络,陕西广电网络传媒（集团）股份有限公司
699,600833,第一医药,上海第一医药股份有限公司
700,600834,申通地铁,上海申通地铁股份有限公司
701,600835,上海机电,上海机电股份有限公司
702,600836,界龙实业,上海界龙实业集团股份有限公司
703,600837,海通证券,海通证券股份有限公司
704,600838,上海九百,上海九百股份有限公司
705,600839,四川长虹,四川长虹电器股份有限公司
706,600841,上柴股份,上海柴油机股份有限公司
707,600843,上工申贝,上工申贝（集团）股份有限公司
708,600844,丹化科技,丹化化工科技股份有限公司
709,600845,宝信软件,上海宝信软件股份有限公司
710,600846,同济科技,上海同济科技实业股份有限公司
711,600847,万里股份,重庆万里新能源股份有限公司
712,600848,上海临港,上海临港控股股份有限公司
713,600850,华东电脑,上海华东电脑股份有限公司
714,600851,海欣股份,上海海欣集团股份有限公司
715,600853,龙建股份,龙建路桥股份有限公司
716,600854,春兰股份,江苏春兰制冷设备股份有限公司
717,600855,航天长峰,北京航天长峰股份有限公司
718,600856,中天能源,长春中天能源股份有限公司
719,600857,宁波中百,宁波中百股份有限公司
720,600858,银座股份,银座集团股份有限公司
721,600859,王府井,王府井集团股份有限公司
722,600860,京城股份,北京京城机电股份有限公司
723,600861,北京城乡,北京城乡商业（集团）股份有限公司
724,600862,中航高科,中航航空高科技股份有限公司
725,600863,内蒙华电,内蒙古蒙电华能热电股份有限公司
726,600864,哈投股份,哈尔滨哈投投资股份有限公司
727,600865,百大集团,百大集团股份有限公司
728,600866,*ST星湖,广东肇庆星湖生物科技股份有限公司
729,600867,通化东宝,通化东宝药业股份有限公司
730,600868,梅雁吉祥,广东梅雁吉祥水电股份有限公司
731,600869,智慧能源,远东智慧能源股份有限公司
732,600870,厦华电子,厦门华侨电子股份有限公司
